,Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3.1,App message,Unnamed: 34
0,0.0,1000.0,,,,-0.018880208333333332,0.08333333333333333,-0.9915364583333334,0.002277109685036345,-0.003530988912315934,15.805187041062998,0.012370825689112424,0.0,0.0,0.5041733335709482,0.0,0.0,0.0,0.0,0.08019676420082929,0.016032941268605848,0.10616259086244136,0.06575520833333333,0.008857240780225763,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1,0.31673833333328366,1000.0,,,,-0.005859375,0.072265625,-0.9921875,0.0023192177637923147,-0.003822098532238158,15.805570408097244,0.006494340246249823,0.0,0.0,0.4131602846641352,0.0,0.0,0.0,0.0,0.08071485432010617,0.016201509332306133,0.10584052414194983,0.06705729166666667,0.00838900854115372,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2,0.4300616666668405,1000.0,,,,-0.008463541666666666,0.072265625,-0.9908854166666666,0.002239541147482831,-0.003980382968545289,15.805672006454131,0.0,0.0,0.0,0.372017901063467,0.0,0.0,0.0,0.0,0.0803426341576315,0.016388802655627224,0.10566540746487157,0.06770833333333333,0.0073017342485129505,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
3,0.6863466666668342,1000.0,,,,-0.006510416666666667,0.07096354166666667,-0.9915364583333334,0.002228595934154211,-0.003392895098548619,15.805763488901812,0.0,0.0,0.0,0.3402969190993039,0.0,0.0,0.0,0.0,0.08008905867649531,0.016245994382014017,0.1063153698112514,0.06770833333333333,0.006937631752710928,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
4,0.8036216666668964,1000.0,,,,-0.001953125,0.06705729166666667,-0.9921875,0.0022289865339653464,-0.0037366150057904705,15.805423082037882,0.0,0.0,0.0,0.34843753814162737,0.0,0.0,0.0,0.0,0.07999810055577668,0.016167833246412553,0.10593509813447681,0.06705729166666667,0.006608021633743333,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
5,0.9093800000001987,1000.0,,,,-0.0013020833333333333,0.06575520833333333,-0.9908854166666666,0.002189866404768918,-0.003975434507470993,15.805075321168678,0.01948130791971678,0.0,0.0,0.6268371356017762,0.0,0.0,0.0,0.0,0.07973184343728139,0.016190275092554888,0.10567088215385682,0.06510416666666667,0.006345427254671076,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
6,1.0218200000002982,1000.0,,,,-0.0026041666666666665,0.06770833333333333,-0.9915364583333334,0.0022113966818751944,-0.003749128806724216,15.804432017965317,0.04066152113503855,0.0,0.0,0.8939041651428861,0.0,0.0,0.0,0.0,0.07976521292535156,0.01608370955118735,0.10592125359430432,0.064453125,0.010930283052228243,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
7,1.1277050000000743,1000.0,,,,-0.0006510416666666666,0.06510416666666667,-0.9921875,0.0022030232221640095,-0.003964051389747578,15.804384385746943,0.05137217296754091,0.0,0.0,1.0443826452449427,0.0,0.0,0.0,0.0,0.07966630693579249,0.016053618282300203,0.10568347577201044,0.06380208333333333,0.012763604674575746,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
8,1.2747766666666915,1000.0,,,,-0.001953125,0.06640625,-0.9921875,0.0021280727181212946,-0.004013091801525051,15.80460290606929,0.05509923458760093,0.0,0.0,1.0778822542980355,0.0,0.0,0.0,0.0,0.07937671575553792,0.016280211015582868,0.10562922031801018,0.06315104166666667,0.014375855906704567,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
9,1.4580833333336438,1000.0,,,,-0.0006510416666666666,0.06575520833333333,-0.9921875,0.0021767506243372376,-0.0036247757333223636,15.805102501978032,0.02827946064911335,0.0,0.0,0.688738170941264,0.0,0.0,0.0,0.0,0.07959452862199497,0.016157799420315495,0.10605883058864851,0.0625,0.013962344131386847,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
10,1.5707383333334388,1000.0,,,,-0.00390625,0.06966145833333333,-0.9921875,0.002206389389635547,-0.0032906320223868107,15.803878208871211,0.053879692446190085,0.0,0.0,1.0338424923579157,0.0,0.0,0.0,0.0,0.0798450982371065,0.01618145997677016,0.10642850771983585,0.06315104166666667,0.019725899599710998,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
11,1.6863233333334013,1000.0,,,,-0.0032552083333333335,0.06901041666666667,-0.9921875,0.002172893882842281,-0.003372806475811839,15.803818449563117,0.05951800264756866,0.0,0.0,1.140976477213409,0.0,0.0,0.0,0.0,0.07986672847293351,0.0164084749711876,0.10633759469288107,0.06380208333333333,0.02137914254235294,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
