ESC signal (µs),Thrust (gf),Current (A),Motor Efficiency (%),Burst Current Cutoff (A),Voltage (V),Electrical Power (W),Torque (N·m),Motor Electrical Speed (RPM),Mechanical Power (W),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),AccX (g),AccY (g),AccZ (g)
1000,-0.6793150905480225,0.16039339841880412,4.834071050719592,0.1597016407508511,16.181238951209796,2.4599091976258705,0.0008178820451465816,1887.5438596491229,0.15938631188407168,1.3949517220199639,0.13401083918285628,-0.001293516995614035,0.021809895833333332,-0.9482421875
1003,-0.9494085349694616,0.14192822880312944,0.0,0.14684999540920424,16.33811616833915,2.20614254930424,0.0005171779423721734,0.0,0.0,0.0,0.0,0.0,0.015625,-0.9423828125
1004,-0.3950439740577824,0.14412722002563225,0.0,0.15291575483233144,15.868214133346775,2.1570772030657683,0.0012130670923180778,0.0,0.0,0.0,0.0,0.0,0.01953125,-0.9453125
1007,1.5554238152273672,0.14449676060476996,0.0,0.15043089606890306,15.932737164299205,2.151035423317837,-7.02487013457658e-05,0.0,0.0,0.0,0.0,0.0,0.017578125,-0.9453125
1008,1.3198725628428205,0.14354960397476513,0.0,0.15259598920960546,15.868066505585801,2.1546500763553937,0.001368131873195002,0.0,0.0,0.0,0.0,0.0,0.021484375,-0.947265625
1011,1.3154156097724163,0.1470227873934245,0.0,0.15147312932382734,15.900286450790688,2.1963532653439044,0.0006516239369404257,0.0,0.0,0.0,0.0,0.0,0.0166015625,-0.9443359375
1012,-3.448712463211673,0.13842148332683538,0.0,0.14287140782124372,16.743074185082623,2.236209760958757,0.0010621378356156892,0.0,0.0,0.0,0.0,0.0,0.017578125,-0.943359375
1014,0.4711929062009649,0.14844695865742052,0.0,0.15245431363066875,15.867621894030945,2.2105685051205946,0.0012908062248535585,0.0,0.0,0.0,0.0,0.0,0.015625,-0.943359375
1015,-3.447994173087268,0.13638829332531505,0.0,0.1425629490370722,16.74255335650872,2.2192796145297407,0.0010359571412160604,0.0,0.0,0.0,0.0,0.0,0.01953125,-0.9453125
1018,0.4711929062009649,0.14994865534625013,0.0,0.15242501573756576,15.868347133576009,2.2296215672411193,0.0013869693110720345,0.0,0.0,0.0,0.0,0.0,0.015625,-0.943359375
1019,1.0554272615902107,0.1476982180240407,0.0,0.15011670240471536,15.93208738247129,2.190217272290255,3.35077188587346e-05,0.0,0.0,0.0,0.0,0.0,0.015625,-0.94140625
