,Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3.1,App message,Unnamed: 34
0,0.0,1000.0,,,,0.0,0.078125,-0.9954427083333334,0.0012762834161627894,-2.5452479727265964,15.790697770445306,0.0,0.0,0.0,0.18265216771999646,0.0,0.0,0.0,0.0,0.1134797721606166,0.019420079639113626,0.03541590987998202,0.060546875,0.011623707294136134,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1,0.11959333333332323,1000.0,,,,0.0,0.07747395833333333,-0.9954427083333334,0.0013307098673819113,-2.3701844399939325,15.791177717956074,0.0,0.0,0.0,0.1902123698080219,0.0,0.0,0.0,0.0,0.11377053609777342,0.01932496369104871,0.03560632177601197,0.060546875,0.011655394793115443,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2,0.22453500000001322,1000.0,,,,0.0,0.07877604166666667,-0.99609375,0.0013432920146356482,-2.344076233460108,15.79121872041216,0.0,0.0,0.0,0.18939728538744158,0.0,0.0,0.0,0.0,0.1138415616715947,0.019306239043140203,0.03563471897005032,0.059895833333333336,0.011637578007994273,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
3,0.330893333333331,1000.0,,,,0.0,0.07877604166666667,-0.99609375,0.0013775064814390843,-2.310275510728515,15.79124394744008,0.0,0.0,0.0,0.20450608345359642,0.0,0.0,0.0,0.0,0.11392481713775793,0.01916112679706501,0.035671483107058415,0.059895833333333336,0.011546115427851833,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
4,0.43703500000001316,1000.0,,,,0.0,0.07877604166666667,-0.99609375,0.0014178059748240401,-2.5220827877425034,15.791476795926116,0.0,0.0,0.0,0.1929661789549271,0.0,0.0,0.0,0.0,0.11446944246945433,0.01937301020117495,0.035441106028636475,0.059895833333333336,0.011601249502416887,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
5,0.5467766666667109,1000.0,,,,0.0,0.07682291666666667,-0.9934895833333334,0.001383550658869692,-2.1081531126536004,15.79125196223206,0.0,0.0,0.0,0.20993817728011355,0.0,0.0,0.0,0.0,0.11426906451230007,0.019417980869405653,0.03589132620314364,0.059895833333333336,0.01169131297095666,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
6,0.6637900000000179,1000.0,,,,0.0,0.078125,-0.9954427083333334,0.0014979276863349839,-1.7758250902239998,15.791542735699194,0.0,0.0,0.0,0.16828796820771566,0.0,0.0,0.0,0.0,0.11507081133281206,0.019381573542594854,0.036252790454818135,0.059895833333333336,0.011535479262772775,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
7,0.7836466666667062,1000.0,,,,0.007161458333333333,0.078125,-1.0,0.0014774432782160517,-1.6541992050302403,15.791584850901543,0.016671501246345654,1796.0,0.0,0.38091322610507233,0.4400092334608869,59.29230526942764,0.1191375839928631,0.21191825997500754,0.11517052345630034,0.019596657328696573,0.03638507965888344,0.06575520833333333,0.012563771249805391,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
8,0.8962783333333403,1000.0,,,,-0.0078125,0.07942708333333333,-0.9915364583333334,0.0015285200792915581,-1.266454881848316,15.790469133333644,0.035392986491933044,2984.0,0.0,0.5538606773786845,0.6037991761879747,61.43161141852232,6.531720779961669,1.5015879150339735,0.1155432899385243,0.01959302961115228,0.036806818730404804,0.08984375,0.013887669962952784,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
9,1.0100866666666504,1000.0,,,,-0.026692708333333332,0.06380208333333333,-0.9830729166666666,0.0015674719401927318,-1.3070939906904353,15.788525803683712,0.08333893407314948,7585.0,0.0,1.22333203402126,1.2828457429706208,108.51872922799832,2.2639450512252832,1.079292128109609,0.11590702393356782,0.019658375585334762,0.036762616664750086,0.1328125,0.017959532265564113,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
10,1.1370666666666704,1000.0,,,,-0.022786458333333332,0.059895833333333336,-0.9850260416666666,0.0016443194127016526,-0.9984087525678903,15.7868910323826,0.10437496357637521,8008.333333333333,0.0,1.5340272170929394,1.3889655571580857,96.33440201273334,1.4262770636503896,0.7073212871367914,0.1160313767100725,0.01927874665576333,0.037098365295832096,0.18489583333333334,0.021755024329147315,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
11,1.2762149999999866,1000.0,,,,0.010416666666666666,0.09244791666666667,-0.9889322916666666,0.0015006282677213186,-0.8159572322590277,15.787085414947205,0.0961564702575588,8110.666666666667,0.0,1.4473285836579632,1.276562112748362,130.79856417070508,1.7131121798464042,1.0282424337704816,0.11526588673174004,0.019531709534097677,0.037296812907240746,0.20572916666666666,0.024375524141765872,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
