Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3,App message,
0,1000,,,,0,0.017578125,-0.9453125,-0.0019636193952952347,6.002375462185055,16.527725169209198,0.18122395403325395,0,0,2.8516593547218507,0,0,0,0,0.047965967202771145,0.00420801449205642,0.09767205826162487,0.060546875,0.18008528964838785,0,1,1,1,0,0,0,0,0,,
0.13839500000001861,1000,,,,0,0.01953125,-0.9453125,-0.001951092950381451,5.808471877847417,16.527692305917043,0.18467704664399406,0,0,2.8960495846775243,0,0,0,0,0.0481092465358997,0.004251655531212167,0.09746058375663079,0.060546875,0.18037988968250626,0,1,1,1,0,0,0,0,0,,
0.2583300000000163,1000,,,,0.005859375,0.013671875,-0.96875,-0.0019783789739221836,5.710771925292251,16.5269112390164,0.19025938128929282,1308,0,2.988498063705534,0.27104617014885163,9.069645165263143,21.06936955484758,1.910917057182658,0.04818143903350934,0.0044858993572718135,0.09735403054785373,0.0625,0.18097875712249817,0,1,1,1,0,0,0,0,0,,
0.38732500000001163,1000,,,,-0.01171875,0.064453125,-0.978515625,-0.0019783789739221836,5.669437112763791,16.52595097940415,0.2330578918967705,7114,0,3.6883694821411805,1.4738027386468517,39.9581101021169,3.846808642769312,1.5371120328955103,0.04818143903350934,0.0044858993572718135,0.09730895010724022,0.087890625,0.1844345369912466,0,1,1,1,0,0,0,0,0,,
0.547719999999972,1000,,,,-0.01171875,0.06640625,-1.005859375,-0.0020559985122152956,7.458523582345796,16.525771570460194,0.24888325736577227,8126,0,3.968019616373504,1.7494927958107138,44.08982225268406,4.2632490972273605,1.8796589491567006,0.048681753371565196,0.005404990942759762,0.09926015785225877,0.1171875,0.18752454769762816,0,1,1,1,0,0,0,0,0,,
0.7389749999999767,1000,,,,-0.015625,0.046875,-0.97265625,-0.0018398557696889545,8.660740616790742,16.525595192766602,0.24059397231012536,8306,0,3.83879671799487,1.6003147894128307,41.68792741514919,5.4118981303474945,2.256108164361079,0.049611233645763475,0.004835977050776147,0.10057131593694892,0.14453125,0.1909376971245781,0,1,1,1,0,0,0,0,0,,
0.8480900000000257,1000,,,,0,0.01953125,-0.943359375,-0.0018120632779567538,8.919085013436595,16.525710873138955,0.21184424443493627,8338,0,3.3573191516517613,1.5821560920145652,47.125579086997526,5.637297772610975,2.6566092202013354,0.048942538572391336,0.0040873837669613165,0.10085307067389872,0.134765625,0.19072344971477573,0,1,1,1,0,0,0,0,0,,
0.95575,1000,,,,0.009765625,0.0234375,-0.947265625,-0.0018120632779567538,6.8287445571264485,16.52603290582414,0.20517995143311477,8331,0,3.2365137657197183,1.5808272230332054,48.8435192143133,4.319728593757276,2.109907465698021,0.048942538572391336,0.0040873837669613165,0.09857331027247392,0.123046875,0.19094381414531056,0,1,1,1,0,0,0,0,0,,
1.0632399999999906,1000,,,,-0.001953125,0.052734375,-0.978515625,-0.0021111602196415553,5.678638466545242,16.52432438457167,0.26411710956056755,10819,0,4.176745248798569,2.3919648981555635,57.268632767191306,2.3740475752482917,1.359584587587354,0.04698879127013613,0.004302760281357268,0.09731898525817802,0.12109375,0.1955326588987564,0,1,1,1,0,0,0,0,0,,
1.1852949999999838,1000,,,,-0.001953125,0.05078125,-0.994140625,-0.002310070503643242,5.678638466545242,16.5233052785596,0.3100118270395277,11786,0,4.9642899122924025,2.851037054430394,57.43091368154698,1.9917799587069107,1.143897428811318,0.04655984489235347,0.005191820140965976,0.09731898525817802,0.123046875,0.20110786273158832,0,1,1,1,0,0,0,0,0,,
1.297899999999965,1000,,,,-0.044921875,0.07421875,-0.98046875,-0.0019937098339847265,7.99038354082773,16.522439754555375,0.34304604488410817,12119,0,5.538574321052375,2.5302314087074502,45.683803485130184,3.1579655178296746,1.4426787612934824,0.05083077176325538,0.006852996294123014,0.09984021325366016,0.126953125,0.20758734031995424,0,1,1,1,0,0,0,0,0,,
1.4104249999999883,1000,,,,-0.01953125,0.060546875,-0.9921875,-0.0019937098339847265,9.40237588361196,16.522852126877673,0.3541726548174038,12163,0,5.7208051530435675,2.539404727700754,44.38893931477017,3.7025905248767197,1.6435406611619576,0.05083077176325538,0.006852996294123014,0.10138015581204927,0.1328125,0.2128840740139553,0,1,1,1,0,0,0,0,0,,
1.5191749999999884,1000,,,,0.005859375,0.0234375,-0.958984375,-0.0013866109769309696,10.18656604519364,16.524469599111637,0.28158148977140335,12189,0,4.5279869758572175,1.7698455771272752,39.08680803553363,5.7556242063378,2.249689784777962,0.05364503414391429,0.005429182433952349,0.10223540676993227,0.1328125,0.21287994044046188,0,1,1,1,0,0,0,0,0,,
1.628359999999986,1000,,,,0,0.015625,-0.94140625,-0.0014039965691467686,10.18656604519364,16.525365150125218,0.2375978324433343,12191,0,3.781747547463735,1.79241647297644,47.39651313262677,5.683146857202273,2.6936134465203416,0.05270292021941401,0.004731708972388133,0.10223540676993227,0.12109375,0.2119720531278788,0,1,1,1,0,0,0,0,0,,
