Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3,App message,
0,1000,,,,0,0.01953125,-0.9453125,-0.00003285515157317663,-0.00038971648575174505,15.841940784397888,0,0,0,0.23055902624717545,0,0,0,0,0.1202788206270701,0.01602943856399635,0.0593101220252239,0.05859375,0.012290811587546408,0,1,1,1,0,0,0,0,0,,
0.5560499999998137,1000,,,,0,0.01953125,-0.9453125,-0.00007263591059424488,-0.0004612288798093886,15.841519224079967,0,0,0,0.17934822691370442,0,0,0,0,0.12043826162473335,0.016390358200329032,0.059231004879473796,0.05859375,0.012343008657055099,0,1,1,1,0,0,0,0,0,,
0.6581399999998976,1000,,,,0,0.017578125,-0.943359375,-0.00008702745562946483,-0.0002896224544119391,15.841581446546765,0,0,0,0.2017875210312911,0,0,0,0,0.11979350200418576,0.01597820970122584,0.059420860229007756,0.05859375,0.012390123846878,1,1,1,1,0,0,0,0,0,,
0.864219999999972,1000,,,,-0.017578125,0.033203125,-0.96484375,-0.0000428872992817432,-0.0009515162867709332,15.841454498093194,0.04221086601123123,4411,0,0.6492489972805782,0.019808656329800948,3.051010692780551,0.048035377611122136,0.0014655645072328511,0.11961182492487653,0.015574057995333321,0.05868857946151409,0.0625,0.014355164909142949,0,1,1,1,0,0,0,0,0,,
0.968744999999879,1000,,,,-0.009765625,0.05859375,-0.982421875,-0.00004449483841298072,0.00011838043453514646,15.838156629848381,0.09579452102248888,6663,0,1.4610757108903123,0.031044803160772554,2.124790859869629,0.0038132125986461095,0.00008102279276342967,0.11945597417244795,0.015463251549393186,0.05987225085096442,0.087890625,0.021073098658760246,0,1,1,1,0,0,0,0,0,,
1.0766799999999348,1000,,,,-0.0078125,0.060546875,-0.984375,0.00010234146827356325,0.00001108771897764789,15.837580142446221,0.10092935340122228,7475,0,1.5094303567615577,0.08011176169003828,5.307416889502336,0.00013840313511700772,0.000007345631368800807,0.11990781281245616,0.0149348467348185,0.05975354844243025,0.107421875,0.023896037206754952,1,1,1,1,0,0,0,0,0,,
1.1894599999999627,1000,,,,-0.02734375,0.05078125,-0.98828125,0.00010234146827356325,-0.00004510984610721612,15.837351922582304,0.09066724884809335,7840,0,1.345227920304827,0.08402741981898235,6.246333320225902,0.0005368467365104731,0.000033533236581199034,0.11990781281245616,0.0149348467348185,0.059691374731058816,0.119140625,0.025732615562983258,0,1,1,1,0,0,0,0,0,,
1.2881499999999069,1000,,,,0,0.02734375,-0.953125,-0.00010557563650897303,-0.0008721646502830806,15.839122562934394,0.05203115544609286,8044,0,0.7630458479909716,0.08893523352360846,11.655293552512816,0.009806739305986738,0.0011430042540424125,0.12025400847308493,0.016444850819469076,0.058776369488295434,0.1171875,0.025260741344061415,0,1,1,1,0,0,0,0,0,,
1.3959299999999348,1000,,,,0,0.017578125,-0.943359375,-0.00005252405208155758,-0.0008721646502830806,15.840397581612425,0.03730424158371525,8074,0,0.5434515054280593,0.044412198830707954,8.172246904666478,0.01963795248255169,0.0016048619638952043,0.12032036953214718,0.01617908272038647,0.058776369488295434,0.107421875,0.02506904716222318,1,1,1,1,0,0,0,0,0,,
1.4940449999999255,1000,,,,0,0.017578125,-0.943359375,0.00001815722800869237,-0.001454507557449411,15.840400022095771,0.026293772918075976,8107,0,0.38058298617132413,0.01541413114261854,4.050136685742352,0.0943619555323389,0.0038217881783991427,0.12036087123873891,0.015787978934639978,0.05813209922899354,0.1015625,0.024714917058346206,0,1,1,1,0,0,0,0,0,,
1.6025999999998604,1000,,,,0,0.017578125,-0.943359375,0.00001815722800869237,-0.0007614407902271082,15.84095942070065,0.017628756162056915,8108,0,0.26098099750716486,0.015416966822692122,5.907313930880685,0.04938979236216225,0.002917610084643055,0.12036087123873891,0.015787978934639978,0.05889886791516954,0.09375,0.02417490474450651,0,1,1,1,0,0,0,0,0,,
1.702685000000056,1000,,,,-0.025390625,0.072265625,-0.994140625,-0.000043224605333293065,-0.0007614407902271082,15.838112322181324,0.08465211184067255,10124,0,1.2438981303323988,0.04582512180183445,3.6839931409486804,0.016616230580245323,0.0006121407948604547,0.12040927518711032,0.01619219876459083,0.05889886791516954,0.09375,0.028605787941838996,0,1,1,1,0,0,0,0,0,,
1.806439999999944,1000,,,,-0.025390625,0.06640625,-0.98828125,-0.00014832775006640305,0.0001629247750606666,15.836356879238796,0.11501567917597286,10410,0,1.7208339801748602,0.16169465237171665,9.39629587947155,0.0010076076893756637,0.00009467779979804398,0.12041937652987965,0.016828106830550214,0.059921532113718104,0.09765625,0.03236547858196875,0,1,1,1,0,0,0,0,0,,
1.9432700000000187,1000,,,,-0.02734375,0.068359375,-0.9921875,-0.00014832775006640305,0.000500847120623414,15.836099573484503,0.13896855383115245,11473,0,2.0911810377311544,0.17821158217963062,8.522054234624415,0.002810407238955877,0.0002395044291176304,0.12041937652987965,0.016828106830550214,0.06029538970607551,0.1015625,0.037683471774485784,0,1,1,1,0,0,0,0,0,,
