,Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,Debug 3.1,App message,Unnamed: 34
0,0.0,1000.0,,,,-0.0013020833333333333,0.052734375,-0.9713541666666666,-0.035942352385174244,9.642766267168778,16.496616782484107,0.0,0.0,0.0,0.1863137634404772,0.0,0.0,0.0,0.0,0.1455857596585777,0.01429991232471998,0.05300897533273427,0.08072916666666667,0.01417277562513354,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1,0.11268333333336826,1000.0,,,,0.0,0.045572916666666664,-0.9661458333333334,-0.03605023719246069,9.67924381142366,16.496959268978177,0.005568642197097798,0.0,0.0,0.22084670594654301,0.0,0.0,0.0,0.0,0.1450788572229299,0.014553417412559068,0.05304865097651723,0.080078125,0.014256631867881819,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2,0.22453833333334963,1000.0,,,,0.0,0.05078125,-0.970703125,-0.03600156083384472,9.535719741580733,16.496796847983727,0.0,0.0,0.0,0.22027700863353608,0.0,0.0,0.0,0.0,0.14511357192825536,0.014281960762608825,0.05289254370598443,0.080078125,0.014130194345567601,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
3,0.33163833333330694,1000.0,,,,0.0,0.046875,-0.9674479166666666,-0.03599921285800993,9.414323045238786,16.49699137104344,0.005317406730401112,0.0,0.0,0.25173256952246875,0.0,0.0,0.0,0.0,0.14535543156941114,0.01446334629682817,0.052760503784468955,0.08072916666666667,0.014150095844401184,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
4,0.4509916666666783,1000.0,,,,0.0,0.048177083333333336,-0.9694010416666666,-0.0359349881574098,9.517296310093004,16.497158454151563,0.005406696184245937,0.0,0.0,0.24949139398166667,0.0,0.0,0.0,0.0,0.14562025169717807,0.014282519644240932,0.052872505035073375,0.08072916666666667,0.014142379275694115,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
5,0.591484999999986,1000.0,,,,0.0,0.046875,-0.9680989583333334,-0.035877669580610484,9.376670438027944,16.496793614045362,0.005461724037984024,0.0,0.0,0.24326009883730956,0.0,0.0,0.0,0.0,0.1457199410231908,0.014010487238296737,0.05271955005631338,0.08138020833333333,0.014099831010182412,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
6,0.7384116666666426,1000.0,,,,-0.0013020833333333333,0.041666666666666664,-0.9700520833333334,-0.03585452778074361,9.609000259391893,16.49649179670914,0.015651104799346345,798.6666666666666,0.0,0.40307048572593235,2.9255416132826593,382.9425802834622,0.28311620590571235,3.2525175122879233,0.14552367275814795,0.013709147486912083,0.052972248954248714,0.08333333333333333,0.014942124776893932,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
7,0.9472333333333177,1000.0,,,,-0.009114583333333334,0.061197916666666664,-0.9811197916666666,-0.035845678192698426,9.283505117256276,16.493039663091867,0.09004447471470102,4726.666666666667,0.0,1.5123691221621531,17.376327490537005,862.560461232732,0.20871472143918837,2.7295444191535423,0.14601727359810898,0.014054357300054075,0.05261821664269226,0.12565104166666666,0.023524396399237955,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
8,1.0546133333333418,1000.0,,,,-0.001953125,0.052083333333333336,-0.974609375,-0.035852147813588524,9.467269804043198,16.492803213724915,0.09199312382118481,5036.666666666667,0.0,1.5482478351307005,18.5185708586404,1296.3123828266205,0.20351374046258242,4.0466382853389735,0.14581736339612592,0.01393230407475877,0.05281809254996007,0.14192708333333334,0.02596959593336569,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
9,1.192599999999996,1000.0,,,,-0.0078125,0.054036458333333336,-0.9739583333333334,-0.035826334318094996,9.831521949817029,16.491494612185225,0.131303770313182,7200.666666666667,0.0,2.137975604822906,26.92162019653316,2229.3617374980554,0.3731739714613591,8.283327174802968,0.1459376495096513,0.01387083848497301,0.0532142798119622,0.1328125,0.030748433185881868,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
10,1.3083150000000412,1000.0,,,,-0.001953125,0.055989583333333336,-0.98046875,-0.03589506565280762,10.077831394057094,16.49035808055829,0.14358137664852336,7916.0,0.0,2.3558648299551908,29.741615375492795,3231.6967340031283,0.33787016692887356,12.066302861321473,0.14574950450256138,0.01414148439399051,0.053482183969702786,0.123046875,0.0351130112664744,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
11,1.4261400000000333,1000.0,,,,-0.009114583333333334,0.05859375,-0.9759114583333334,-0.03589832708758764,9.82777019429463,16.490086353322138,0.1568036406780697,9035.0,0.0,2.5987707559198423,33.91083517722772,1478.2134656798944,0.289064093469184,4.20632901328094,0.14566934290495145,0.014096648577366871,0.053210199128388015,0.11588541666666667,0.040077855487694734,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
