ESC signal (µs),Thrust (gf),Current (A),Motor Efficiency (%),Burst Current Cutoff (A),Voltage (V),Electrical Power (W),Torque (N·m),Motor Electrical Speed (RPM),Mechanical Power (W),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),AccX (g),AccY (g),AccZ (g)
1000,-1.7344370170257404,0.019898785781272767,31.573282532638583,0.026436411696347292,15.793884076355265,0.4405749374842856,0.001399571684596298,1975.5805084745762,0.3005737808326229,0.4162545499511322,0.3321070936621565,-0.0017131223516949152,0.0766353283898305,-0.9942813162076272
1004,-1.4151523044959455,0.0,0.0,0.016206004152597427,15.795549302960701,0.17825143821770803,0.0013130854282150304,0.0,0.0,0.0,0.0,0.0,0.07682291666666667,-0.994140625
1007,-1.7635989153232212,0.0,0.0,0.016042878780780104,15.799727630595644,0.2024146246590418,0.0009713426683961463,0.0,0.0,0.0,0.0,0.0,0.0791015625,-0.99609375
1008,-0.997965884734587,0.0,0.0,0.016002278946880142,15.786611841141156,0.13574767842181612,0.001996570947852798,0.0,0.0,0.0,0.0,0.0,0.07421875,-0.9921875
1011,-1.4484363132992089,0.006117066116761237,0.0,0.01605198587739665,15.79540919555364,0.2133459834663672,0.0013595851219371814,0.0,0.0,0.0,0.0,0.0,0.078125,-0.9954427083333334
1014,-1.4380486618994024,0.005366155117935106,0.0,0.015836951088643657,15.795357117833563,0.20834952234595905,0.0014468977900581935,0.0,0.0,0.0,0.0,0.0,0.07682291666666667,-0.9947916666666666
1018,-1.9411414722126155,0.0,0.0,0.015570820420026284,15.795817041733528,0.1966089926474837,0.0014468977900581935,0.0,0.0,0.0,0.0,0.0,0.076171875,-0.9928385416666666
1021,-2.2210303974326835,0.0,0.0,0.015305860205037427,15.796057413844371,0.16809221157579457,0.0015328277043171075,0.0,0.0,0.0,0.0,0.0,0.07682291666666667,-0.9954427083333334
1025,-2.282747399481198,0.0,0.0,0.015269730109776232,15.800094566090777,0.19086606820935534,0.0012762933803609738,0.0,0.0,0.0,0.0,0.0,0.0791015625,-0.99609375
1028,-1.9590883390304064,0.009224062968839368,0.0,0.015134071345202595,15.85686363468348,0.24180127943974242,0.0012980733469525202,0.0,0.0,0.0,0.0,0.0,0.078125,-0.9951171875
1029,-3.9107273905807225,0.0,0.0,0.015633480635226713,15.673926619598241,0.16218287960671252,0.0020289006606656773,0.0,0.0,0.0,0.0,0.0,0.076171875,-0.994140625
1032,-1.739447311696947,0.008374085629790504,0.0,0.015161785388082414,15.856526912748791,0.2233627945022758,0.0011853574422959023,0.0,0.0,0.0,0.0,0.0,0.078125,-0.99609375
1035,-2.4124022607196354,0.12839061785634906,0.0,0.023862261339094862,15.790769119075676,2.0839361405058137,0.0014686338575428312,0.0,0.0,0.0,0.0,0.0032552083333333335,0.07356770833333333,-0.9934895833333334
